,State,Year,HC01_VC38,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC46,HC03_VC46,HC01_VC47,HC03_VC47,HC01_VC48,HC03_VC48,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC75,HC03_VC75,HC01_VC76,HC03_VC76,HC01_VC77,HC03_VC77,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC84,HC03_VC84,HC01_VC85,HC03_VC85,HC01_VC86
131,Nebraska,2012,1827306,1612538,88.2,82341,4.5,16461,0.9,474,0.0,245,0.0,426,0.0,3738,0.2,32302,1.8,5334,0.3,5111,0.3,2272,0.1,1265,0.1,2860,0.2,8730,0.5,6730,0.4,1075,0.1,349,0.0,283,0.0,116,0.0,327,0.0,43294,2.4,39295,2.2,11311,0.6,9699,0.5,5673,0.3,2639,0.1,1827306,1827306,1646657,90.1,99558,5.4,31845,1.7,40295,2.2,2323,0.1,49297,2.7,1827306,1827306,167155,9.1,132472,7.2,3189,0.2,2068,0.1,29426
132,Nevada,2012,2704204,1970074,72.9,218305,8.1,30061,1.1,1287,0.0,569,0.0,2337,0.1,857,0.0,196245,7.3,10074,0.4,31894,1.2,101760,3.8,10656,0.4,12197,0.5,9774,0.4,19890,0.7,16472,0.6,6330,0.2,3645,0.1,3335,0.1,3162,0.1,169302,6.3,103745,3.8,19814,0.7,14184,0.5,25326,0.9,2754,0.1,2704204,2704204,2054303,76.0,250338,9.3,52270,1.9,241223,8.9,32537,1.2,188223,7.0,2704204,2704204,717835,26.5,559238,20.7,20475,0.8,20650,0.8,117472
133,New Hampshire,2012,1317474,1241440,94.2,15339,1.2,2470,0.2,151,0.0,29,0.0,49,0.0,7,0.0,28684,2.2,8703,0.7,6178,0.5,1915,0.1,709,0.1,2319,0.2,2498,0.2,6362,0.5,203,0.0,41,0.0,60,0.0,21,0.0,81,0.0,8691,0.7,20647,1.6,4481,0.3,6732,0.5,5183,0.4,289,0.0,1317474,1317474,1260750,95.7,21525,1.6,10541,0.8,35102,2.7,890,0.1,10831,0.8,1317474,1317474,37355,2.8,9572,0.7,11386,0.9,1532,0.1,14865
134,New Jersey,2012,8793888,6121023,69.6,1187307,13.5,21702,0.2,1710,0.0,70,0.0,70,0.0,375,0.0,736015,8.4,298195,3.4,137137,1.6,112495,1.3,14310,0.2,90955,1.0,25757,0.3,57166,0.7,2592,0.0,446,0.0,388,0.0,128,0.0,1630,0.0,517029,5.9,208220,2.4,64057,0.7,20692,0.2,38073,0.4,8783,0.1,8793888,8793888,6285496,71.5,1288514,14.7,63167,0.7,796206,9.1,9381,0.1,573354,6.5,8793888,8793888,1557680,17.7,214288,2.4,445728,5.1,86407,1.0,811257
135,New Mexico,2012,2055287,1492641,72.6,41634,2.0,189785,9.2,1392,0.1,411,0.0,112049,5.5,735,0.0,26855,1.3,3821,0.2,6459,0.3,4614,0.2,2385,0.1,2276,0.1,4080,0.2,3220,0.2,1344,0.1,585,0.0,451,0.0,172,0.0,136,0.0,240189,11.7,62839,3.1,8270,0.4,17440,0.8,7111,0.3,1711,0.1,2055287,2055287,1547201,75.3,55490,2.7,214337,10.4,37129,1.8,3223,0.2,264047,12.8,2055287,2055287,952569,46.3,588552,28.6,6903,0.3,4307,0.2,352807
136,New York,2012,19398125,12808268,66.0,3037255,15.7,69500,0.4,3452,0.0,415,0.0,243,0.0,407,0.0,1445539,7.5,325401,1.7,596284,3.1,113013,0.6,39311,0.2,138732,0.7,31226,0.2,201572,1.0,6477,0.0,2213,0.0,1404,0.0,620,0.0,2240,0.0,1557020,8.0,474066,2.4,129027,0.7,48981,0.3,77822,0.4,19964,0.1,19398125,19398125,13163037,67.9,3274691,16.9,168346,0.9,1575930,8.1,20011,0.1,1706090,8.8,19398125,19398125,3425845,17.7,447323,2.3,1117995,5.8,72378,0.4,1788149
137,North Carolina,2012,9544249,6659867,69.8,2047092,21.4,110171,1.2,13850,0.1,338,0.0,438,0.0,444,0.0,211708,2.2,56610,0.6,35602,0.4,19537,0.2,6002,0.1,21106,0.2,27573,0.3,45278,0.5,4424,0.0,1471,0.0,905,0.0,542,0.0,1506,0.0,306516,3.2,204471,2.1,65627,0.7,40121,0.4,27663,0.3,16502,0.2,9544249,9544249,6829900,71.6,2154693,22.6,181978,1.9,251757,2.6,11135,0.1,337860,3.5,9544249,9544249,796293,8.3,493418,5.2,71807,0.8,18373,0.2,212695
138,North Dakota,2012,676253,608799,90.0,8286,1.2,36160,5.3,158,0.0,14818,2.2,187,0.0,10847,1.6,6869,1.0,1354,0.2,1582,0.2,817,0.1,454,0.1,405,0.1,1161,0.2,1096,0.2,375,0.1,117,0.0,130,0.0,55,0.0,73,0.0,3937,0.6,11827,1.7,2322,0.3,5785,0.9,1911,0.3,311,0.0,676253,676253,619979,91.7,11170,1.7,42656,6.3,9203,1.4,813,0.1,4702,0.7,676253,676253,14195,2.1,10616,1.6,971,0.1,212,0.0,2396
139,Ohio,2012,11533561,9577732,83.0,1403238,12.2,21447,0.2,5742,0.0,1014,0.0,293,0.0,773,0.0,196395,1.7,63147,0.5,47271,0.4,18246,0.2,10056,0.1,15408,0.1,14172,0.1,28095,0.2,2164,0.0,1123,0.0,363,0.0,84,0.0,594,0.0,90296,0.8,242289,2.1,110148,1.0,47125,0.4,30264,0.3,8880,0.1,11533561,11533561,9797950,85.0,1544906,13.4,91674,0.8,238889,2.1,8137,0.1,113731,1.0,11533561,11533561,354910,3.1,178310,1.5,95332,0.8,8152,0.1,73116
140,Oklahoma,2012,3749005,2766297,73.8,270993,7.2,261060,7.0,95908,2.6,512,0.0,812,0.0,863,0.0,65643,1.8,11181,0.3,9355,0.2,5644,0.2,2290,0.1,5940,0.2,16798,0.4,14435,0.4,4271,0.1,888,0.0,690,0.0,560,0.0,2133,0.1,93100,2.5,287641,7.7,28280,0.8,202709,5.4,12683,0.3,15039,0.4,3749005,3749005,3031069,80.8,326753,8.7,491484,13.1,84175,2.2,8057,0.2,107842,2.9,3749005,3749005,331057,8.8,274207,7.3,11393,0.3,2439,0.1,43018
141,Oregon,2012,3836628,3272707,85.3,69377,1.8,52637,1.4,3984,0.1,1591,0.0,820,0.0,1413,0.0,143652,3.7,15430,0.4,32983,0.9,15524,0.4,13240,0.3,16518,0.4,28296,0.7,21661,0.6,14132,0.4,3401,0.1,1262,0.0,1403,0.0,8066,0.2,144084,3.8,140039,3.7,18889,0.5,50073,1.3,32553,0.8,1866,0.0,3836628,3836628,3401797,88.7,97958,2.6,113430,3.0,187947,4.9,25481,0.7,162506,4.2,3836628,3836628,449888,11.7,380777,9.9,9400,0.2,4627,0.1,55084
142,Pennsylvania,2012,12699589,10475818,82.5,1372144,10.8,19247,0.2,3173,0.0,346,0.0,324,0.0,549,0.0,351626,2.8,105883,0.8,84487,0.7,22983,0.2,6690,0.1,37148,0.3,41620,0.3,52815,0.4,3821,0.0,1489,0.0,447,0.0,391,0.0,1494,0.0,244336,1.9,232597,1.8,95853,0.8,31077,0.2,34666,0.3,10886,0.1,12699589,12699589,10674493,84.1,1505901,11.9,74687,0.6,401174,3.2,11568,0.1,282129,2.2,12699589,12699589,721899,5.7,125715,1.0,381646,3.0,19290,0.2,195248
143,Rhode Island,2012,1052471,859686,81.7,64711,6.1,4784,0.5,309,0.0,3,0.0,60,0.0,18,0.0,31863,3.0,3889,0.4,7576,0.7,3568,0.3,501,0.0,1983,0.2,1371,0.1,12975,1.2,350,0.0,83,0.0,206,0.0,0,0.0,61,0.0,64291,6.1,26786,2.5,7676,0.7,3619,0.3,3892,0.4,2315,0.2,1052471,1052471,880450,83.7,78988,7.5,12969,1.2,36761,3.5,988,0.1,71554,6.8,1052471,1052471,131316,12.5,9998,0.9,33433,3.2,1864,0.2,86021
144,South Carolina,2012,4630351,3108466,67.1,1290704,27.9,15122,0.3,3521,0.1,128,0.0,90,0.0,343,0.0,57635,1.2,13111,0.3,9453,0.2,10112,0.2,2724,0.1,5082,0.1,6889,0.1,10264,0.2,1791,0.0,523,0.0,511,0.0,186,0.0,571,0.0,75211,1.6,81422,1.8,32490,0.7,16410,0.4,11113,0.2,4832,0.1,4630351,4630351,3178698,68.6,1335324,28.8,40167,0.9,74223,1.6,4375,0.1,83890,1.8,4630351,4630351,232926,5.0,138141,3.0,28640,0.6,6370,0.1,59775
145,South Dakota,2012,815871,701466,86.0,10331,1.3,71532,8.8,265,0.0,759,0.1,215,0.0,63152,7.7,8060,1.0,1188,0.1,1468,0.2,971,0.1,201,0.0,1025,0.1,917,0.1,2290,0.3,157,0.0,40,0.0,105,0.0,0,0.0,12,0.0,7016,0.9,17309,2.1,3025,0.4,9167,1.1,1466,0.2,687,0.1,815871,815871,717191,87.9,14777,1.8,82621,10.1,10119,1.2,604,0.1,8763,1.1,815871,815871,22778,2.8,14992,1.8,1501,0.2,215,0.0,6070
146,Tennessee,2012,6353226,4982977,78.4,1060494,16.7,15991,0.3,5095,0.1,367,0.0,203,0.0,432,0.0,92800,1.5,22352,0.4,15810,0.2,9474,0.1,4098,0.1,10633,0.2,11004,0.2,19429,0.3,2765,0.0,887,0.0,588,0.0,382,0.0,908,0.0,88272,1.4,109927,1.7,35614,0.6,34657,0.5,14182,0.2,4036,0.1,6353226,6353226,5083044,80.0,1108307,17.4,59631,0.9,112230,1.8,5840,0.1,101085,1.6,6353226,6353226,288582,4.5,190739,3.0,21562,0.3,8828,0.1,67453
147,Texas,2012,25208897,18670767,74.1,2972834,11.8,127794,0.5,17396,0.1,1161,0.0,2684,0.0,2042,0.0,979385,3.9,252996,1.0,164958,0.7,104626,0.4,19150,0.1,69574,0.3,216379,0.9,151702,0.6,20671,0.1,6114,0.0,6364,0.0,2511,0.0,5682,0.0,1883103,7.5,554343,2.2,119350,0.5,118863,0.5,85241,0.3,18882,0.1,25208897,25208897,19148301,76.0,3159377,12.5,294259,1.2,1108204,4.4,40467,0.2,2045870,8.1,25208897,25208897,9479670,37.6,8314445,33.0,136287,0.5,47521,0.2,981417
148,Utah,2012,2766233,2465277,89.1,29912,1.1,30823,1.1,986,0.0,255,0.0,16424,0.6,443,0.0,56081,2.0,5720,0.2,11885,0.4,6015,0.2,7348,0.3,6390,0.2,7123,0.3,11600,0.4,25766,0.9,2138,0.1,391,0.0,9246,0.3,13991,0.5,95042,3.4,63332,2.3,9111,0.3,12881,0.5,15843,0.6,904,0.0,2766233,2766233,2523292,91.2,42542,1.5,47142,1.7,77546,2.8,36570,1.3,106909,3.9,2766233,2766233,357893,12.9,269192,9.7,6428,0.2,2202,0.1,80071
149,Vermont,2012,625498,596251,95.3,5804,0.9,1855,0.3,124,0.0,45,0.0,12,0.0,17,0.0,7891,1.3,873,0.1,2062,0.3,467,0.1,419,0.1,1139,0.2,1228,0.2,1703,0.3,130,0.0,28,0.0,24,0.0,16,0.0,62,0.0,1936,0.3,11631,1.9,2761,0.4,5128,0.8,2278,0.4,82,0.0,625498,625498,607526,97.1,9128,1.5,7515,1.2,10617,1.7,411,0.1,2555,0.4,625498,625498,9452,1.5,2899,0.5,2507,0.4,564,0.1,3482
150,Virginia,2012,8014955,5575445,69.6,1561042,19.5,25205,0.3,4307,0.1,612,0.0,672,0.0,501,0.0,443460,5.5,103252,1.3,59414,0.7,67602,0.8,10938,0.1,70690,0.9,55830,0.7,75734,0.9,5438,0.1,1721,0.0,1565,0.0,496,0.0,1656,0.0,184403,2.3,219962,2.7,65706,0.8,25769,0.3,56282,0.7,10360,0.1,8014955,8014955,5761611,71.9,1663989,20.8,75814,0.9,521786,6.5,14723,0.2,217680,2.7,8014955,8014955,631669,7.9,160602,2.0,77400,1.0,15808,0.2,377859
151,Washington,2012,6738714,5304864,78.7,238255,3.5,93416,1.4,4517,0.1,2789,0.0,1287,0.0,2397,0.0,484047,7.2,59458,0.9,101821,1.5,89884,1.3,37353,0.6,61893,0.9,65382,1.0,68256,1.0,39246,0.6,5699,0.1,9288,0.1,13903,0.2,10356,0.2,267570,4.0,311316,4.6,54989,0.8,75054,1.1,84348,1.3,6142,0.1,6738714,6738714,5581728,82.8,325390,4.8,195431,2.9,604176,9.0,69258,1.0,305835,4.5,6738714,6738714,754366,11.2,618383,9.2,26834,0.4,6866,0.1,102283
152,West Virginia,2012,1850481,1737369,93.9,58260,3.1,2934,0.2,1258,0.1,127,0.0,0,0.0,78,0.0,12694,0.7,3122,0.2,2995,0.2,1757,0.1,588,0.0,1151,0.1,1078,0.1,2003,0.1,531,0.0,273,0.0,161,0.0,10,0.0,87,0.0,3993,0.2,34700,1.9,11743,0.6,15380,0.8,2895,0.2,1136,0.1,1850481,1850481,1770036,95.7,72993,3.9,21224,1.1,16371,0.9,1139,0.1,5549,0.3,1850481,1850481,22026,1.2,9358,0.5,3683,0.2,802,0.0,8183
153,Wisconsin,2012,5687219,4961852,87.2,353470,6.2,49289,0.9,754,0.0,15304,0.3,213,0.0,628,0.0,129550,2.3,21602,0.4,19779,0.3,8362,0.1,2423,0.0,8540,0.2,4127,0.1,64717,1.1,1302,0.0,479,0.0,419,0.0,125,0.0,279,0.0,82446,1.4,109310,1.9,34381,0.6,28228,0.5,17946,0.3,4250,0.1,5687219,5687219,5061126,89.0,400392,7.0,87952,1.5,151788,2.7,4235,0.1,98041,1.7,5687219,5687219,335208,5.9,247366,4.3,46766,0.8,3632,0.1,37444
154,Wyoming,2012,562803,513021,91.2,4689,0.8,12951,2.3,199,0.0,599,0.1,404,0.1,1127,0.2,4392,0.8,574,0.1,788,0.1,1263,0.2,613,0.1,479,0.1,144,0.0,531,0.1,206,0.0,85,0.0,42,0.0,13,0.0,66,0.0,12099,2.1,15445,2.7,1813,0.3,8394,1.5,1409,0.3,137,0.0,562803,562803,527866,93.8,7017,1.2,21980,3.9,6153,1.1,819,0.1,14944,2.7,562803,562803,50313,8.9,36567,6.5,770,0.1,262,0.0,12714
155,Puerto Rico,2012,3716727,2631788,70.8,282162,7.6,8608,0.2,0,0.0,0,0.0,25,0.0,0,0.0,12495,0.3,9701,0.3,1580,0.0,124,0.0,160,0.0,129,0.0,108,0.0,693,0.0,44,0.0,44,0.0,0,0.0,0,0.0,0,0.0,354223,9.5,427407,11.5,395740,10.6,1290,0.0,995,0.0,1218,0.0,3716727,3716727,3051582,82.1,692183,18.6,17250,0.5,15575,0.4,425,0.0,376130,10.1,3716727,3716727,3675889,98.9,10777,0.3,3554086,95.6,16429,0.4,94597
156,Alabama,2013,4799277,3326188,69.3,1262152,26.3,25278,0.5,9180,0.2,199,0.0,74,0.0,270,0.0,56831,1.2,12778,0.3,11279,0.2,5423,0.1,1886,0.0,8785,0.2,8794,0.2,7886,0.2,1387,0.0,559,0.0,458,0.0,138,0.0,232,0.0,55296,1.2,72145,1.5,22647,0.5,25250,0.5,7764,0.2,3834,0.1,4799277,4799277,3388895,70.6,1294437,27.0,57376,1.2,69176,1.4,3345,0.1,62114,1.3,4799277,4799277,188294,3.9,129237,2.7,14190,0.3,3907,0.1,40960
157,Alaska,2013,720316,481638,66.9,25033,3.5,101273,14.1,723,0.1,285,0.0,245,0.0,514,0.1,39200,5.4,830,0.1,1990,0.3,20039,2.8,1764,0.2,4458,0.6,1263,0.2,8856,1.2,8013,1.1,1048,0.1,343,0.0,5466,0.8,1156,0.2,8402,1.2,56757,7.9,4875,0.7,30752,4.3,7099,1.0,2502,0.3,720316,720316,530935,73.7,35707,5.0,139640,19.4,51854,7.2,11731,1.6,11530,1.6,720316,720316,42832,5.9,23318,3.2,5733,0.8,866,0.1,12915
158,Arizona,2013,6479703,5131739,79.2,270027,4.2,286953,4.4,3519,0.1,985,0.0,142456,2.2,1526,0.0,182953,2.8,38053,0.6,37868,0.6,34351,0.5,10065,0.2,15966,0.2,23684,0.4,22966,0.4,12607,0.2,4803,0.1,1961,0.0,2021,0.0,3822,0.1,404159,6.2,191265,3.0,37304,0.6,42049,0.6,38484,0.6,5045,0.1,6479703,6479703,5296416,81.7,325913,5.0,346368,5.3,238727,3.7,25258,0.4,451466,7.0,6479703,6479703,1935948,29.9,1749835,27.0,35765,0.6,10733,0.2,139615
159,Arkansas,2013,2933369,2295446,78.3,454903,15.5,17945,0.6,7472,0.3,129,0.0,135,0.0,185,0.0,37776,1.3,8451,0.3,5428,0.2,5148,0.2,937,0.0,2292,0.1,5601,0.2,9919,0.3,5697,0.2,775,0.0,91,0.0,111,0.0,4720,0.2,63295,2.2,58307,2.0,15150,0.5,25937,0.9,5991,0.2,1500,0.1,2933369,2933369,2349366,80.1,475073,16.2,47744,1.6,45838,1.6,7449,0.3,68992,2.4,2933369,2933369,192264,6.6,149054,5.1,5521,0.2,886,0.0,36803
160,California,2013,37659181,23467167,62.3,2255372,6.0,286397,0.8,23070,0.1,2914,0.0,8302,0.0,4861,0.0,5005635,13.3,560504,1.5,1314760,3.5,1204221,3.2,280432,0.7,455449,1.2,608760,1.6,581509,1.5,146290,0.4,24291,0.1,23308,0.1,38971,0.1,59720,0.2,4870961,12.9,1627359,4.3,210103,0.6,257033,0.7,443558,1.2,40241,0.1,37659181,37659181,24810734,65.9,2666095,7.1,691892,1.8,5680754,15.1,285151,0.8,5302616,14.1,37659181,37659181,14270345,37.9,11917361,31.6,197899,0.5,89188,0.2,2065897
161,Colorado,2013,5119329,4301096,84.0,203755,4.0,49177,1.0,3536,0.1,917,0.0,6893,0.1,3460,0.1,141719,2.8,19620,0.4,25914,0.5,13661,0.3,11185,0.2,21099,0.4,24467,0.5,25773,0.5,6549,0.1,2177,0.0,1724,0.0,1015,0.0,1633,0.0,241998,4.7,175035,3.4,32972,0.6,44014,0.9,36058,0.7,3351,0.1,5119329,5119329,4457500,87.1,255924,5.0,108759,2.1,192635,3.8,15016,0.3,280117,5.5,5119329,5119329,1064009,20.8,810212,15.8,25750,0.5,6480,0.1,221567
162,Connecticut,2013,3583561,2792554,77.9,361668,10.1,8770,0.2,437,0.0,89,0.0,37,0.0,106,0.0,141709,4.0,49028,1.4,33324,0.9,12168,0.3,3974,0.1,9539,0.3,9491,0.3,24185,0.7,1304,0.0,411,0.0,381,0.0,286,0.0,226,0.0,183445,5.1,94111,2.6,30359,0.8,11891,0.3,14550,0.4,4337,0.1,3583561,3583561,2870078,80.1,410684,11.5,31430,0.9,162352,4.5,3856,0.1,207708,5.8,3583561,3583561,496939,13.9,52152,1.5,267798,7.5,10601,0.3,166388
163,Delaware,2013,908446,635474,70.0,194964,21.5,3010,0.3,448,0.0,0,0.0,27,0.0,93,0.0,30422,3.3,12522,1.4,7037,0.8,3645,0.4,505,0.1,1846,0.2,1406,0.2,3461,0.4,567,0.1,236,0.0,135,0.0,34,0.0,162,0.0,20943,2.3,23066,2.5,9963,1.1,3116,0.3,3365,0.4,1262,0.1,908446,908446,655152,72.1,209455,23.1,8727,1.0,35181,3.9,992,0.1,23855,2.6,908446,908446,76107,8.4,30651,3.4,24044,2.6,1929,0.2,19483
164,District of Columbia,2013,619371,248141,40.1,310530,50.1,1990,0.3,249,0.0,15,0.0,21,0.0,66,0.0,21845,3.5,5171,0.8,5470,0.9,2595,0.4,1088,0.2,2403,0.4,1933,0.3,3185,0.5,233,0.0,56,0.0,37,0.0,0,0.0,140,0.0,22165,3.6,14467,2.3,3279,0.5,879,0.1,4088,0.7,1158,0.2,619371,619371,258923,41.8,318150,51.4,5506,0.9,27811,4.5,907,0.1,24424,3.9,619371,619371,59479,9.6,9101,1.5,3753,0.6,1992,0.3,44633
165,Florida,2013,19091156,14568521,76.3,3056152,16.0,58390,0.3,9460,0.0,1480,0.0,618,0.0,1627,0.0,475905,2.5,130171,0.7,81644,0.4,89814,0.5,13968,0.1,24663,0.1,66263,0.3,69382,0.4,11258,0.1,3318,0.0,2559,0.0,1460,0.0,3921,0.0,490475,2.6,430455,2.3,135715,0.7,63893,0.3,72236,0.4,10761,0.1,19091156,19091156,14926579,78.2,3262238,17.1,151863,0.8,594578,3.1,32281,0.2,586068,3.1,19091156,19091156,4369920,22.9,629945,3.3,898953,4.7,1286325,6.7,1554697
166,Georgia,2013,9810417,5948977,60.6,3010984,30.7,24496,0.2,6202,0.1,269,0.0,271,0.0,317,0.0,330392,3.4,96615,1.0,49937,0.5,21240,0.2,8333,0.1,54550,0.6,47087,0.5,52630,0.5,4554,0.0,1417,0.0,835,0.0,1238,0.0,1064,0.0,297844,3.0,193170,2.0,67358,0.7,28441,0.3,30463,0.3,9636,0.1,9810417,9810417,6106816,62.2,3117526,31.8,74839,0.8,380017,3.9,11229,0.1,329991,3.4,9810417,9810417,875849,8.9,531526,5.4,81402,0.8,29403,0.3,233518
167,Hawaii,2013,1376298,344488,25.0,24532,1.8,3050,0.2,504,0.0,58,0.0,331,0.0,28,0.0,526743,38.3,2345,0.2,56076,4.1,197554,14.4,186650,13.6,22462,1.6,10133,0.7,51523,3.7,134733,9.8,82479,6.0,2408,0.2,16477,1.2,33369,2.4,15418,1.1,327334,23.8,4779,0.3,9508,0.7,68610,5.0,1027,0.1,1376298,1376298,586033,42.6,44054,3.2,33800,2.5,780641,56.7,355042,25.8,36179,2.6,1376298,1376298,128171,9.3,38279,2.8,45811,3.3,2003,0.1,42078
168,Idaho,2013,1583364,1455692,91.9,8957,0.6,19984,1.3,1199,0.1,362,0.0,777,0.0,504,0.0,20141,1.3,2301,0.1,4192,0.3,3017,0.2,3026,0.2,2249,0.1,1438,0.1,3918,0.2,2216,0.1,451,0.0,801,0.1,157,0.0,807,0.1,36915,2.3,39459,2.5,5335,0.3,15018,0.9,8299,0.5,447,0.0,1583364,1583364,1492989,94.3,16289,1.0,37448,2.4,30736,1.9,4887,0.3,42981,2.7,1583364,1583364,180901,11.4,157590,10.0,3303,0.2,883,0.1,19125
169,Illinois,2013,12848554,9320910,72.5,1851524,14.4,27548,0.2,3174,0.0,1111,0.0,445,0.0,927,0.0,609923,4.7,194256,1.5,115839,0.9,116240,0.9,17795,0.1,64685,0.5,25910,0.2,75198,0.6,2979,0.0,903,0.0,806,0.0,413,0.0,857,0.0,769968,6.0,265702,2.1,83421,0.6,34858,0.3,56806,0.4,9285,0.1,12848554,12848554,9548707,74.3,1969934,15.3,85129,0.7,687615,5.4,11928,0.1,828186,6.4,12848554,12848554,2060706,16.0,1636187,12.7,190044,1.5,25125,0.2,209350
170,Indiana,2013,6514861,5510618,84.6,592954,9.1,14975,0.2,3059,0.0,737,0.0,281,0.0,667,0.0,107563,1.7,29743,0.5,26664,0.4,9802,0.2,5357,0.1,10558,0.2,6133,0.1,19306,0.3,1852,0.0,527,0.0,482,0.0,399,0.0,444,0.0,150197,2.3,136702,2.1,52385,0.8,31741,0.5,19350,0.3,4056,0.1,6514861,6514861,5635276,86.5,659242,10.1,56883,0.9,132428,2.0,4802,0.1,170698,2.6,6514861,6514861,400788,6.2,306676,4.7,30962,0.5,5367,0.1,57783
171,Iowa,2013,3062553,2802839,91.5,91754,3.0,9440,0.3,630,0.0,336,0.0,108,0.0,1421,0.0,55878,1.8,10922,0.4,11593,0.4,3676,0.1,993,0.0,6374,0.2,9211,0.3,13109,0.4,1389,0.0,303,0.0,75,0.0,144,0.0,867,0.0,43024,1.4,58229,1.9,21666,0.7,14746,0.5,8643,0.3,1100,0.0,3062553,3062553,2857663,93.3,118326,3.9,27977,0.9,66819,2.2,3096,0.1,50660,1.7,3062553,3062553,157711,5.1,124286,4.1,5658,0.2,1460,0.0,26307
172,Kansas,2013,2868107,2449273,85.4,164299,5.7,23958,0.8,5161,0.2,236,0.0,1062,0.0,1109,0.0,70408,2.5,12953,0.5,13186,0.5,5589,0.2,1994,0.1,5203,0.2,15839,0.6,15644,0.5,1887,0.1,451,0.0,451,0.0,286,0.0,699,0.0,65807,2.3,92475,3.2,28000,1.0,28832,1.0,11178,0.4,4511,0.2,2868107,2868107,2531971,88.3,204720,7.1,62579,2.2,86473,3.0,4252,0.1,77332,2.7,2868107,2868107,308122,10.7,260802,9.1,9857,0.3,3120,0.1,34343
173,Kentucky,2013,4361333,3835013,87.9,341576,7.8,8811,0.2,3275,0.1,291,0.0,197,0.0,252,0.0,51411,1.2,11095,0.3,10419,0.2,4547,0.1,4888,0.1,4643,0.1,5653,0.1,10166,0.2,2019,0.0,575,0.0,502,0.0,445,0.0,497,0.0,41980,1.0,80523,1.8,36612,0.8,17219,0.4,9454,0.2,2152,0.0,4361333,4361333,3909074,89.6,387077,8.9,31444,0.7,64402,1.5,4089,0.1,51037,1.2,4361333,4361333,136340,3.1,83354,1.9,12535,0.3,10952,0.3,29499
174,Louisiana,2013,4567968,2874235,62.9,1463345,32.0,28466,0.6,3125,0.1,91,0.0,293,0.0,191,0.0,73460,1.6,10039,0.2,11378,0.2,6915,0.2,1420,0.0,3953,0.1,29881,0.7,9874,0.2,2141,0.0,627,0.0,323,0.0,598,0.0,593,0.0,51142,1.1,75179,1.6,25541,0.6,19061,0.4,8576,0.2,4318,0.1,4567968,4567968,2938816,64.3,1502364,32.9,57306,1.3,86498,1.9,4347,0.1,60982,1.3,4567968,4567968,202145,4.4,84309,1.8,12045,0.3,11327,0.2,94464
175,Maine,2013,1328320,1264047,95.2,14637,1.1,7364,0.6,217,0.0,104,0.0,32,0.0,99,0.0,14391,1.1,1926,0.1,3254,0.2,2163,0.2,729,0.1,1375,0.1,2123,0.2,2821,0.2,246,0.0,129,0.0,34,0.0,26,0.0,57,0.0,3562,0.3,24073,1.8,4425,0.3,12709,1.0,3739,0.3,346,0.0,1328320,1328320,1286979,96.9,20577,1.5,21484,1.6,18978,1.4,951,0.1,4706,0.4,1328320,1328320,17946,1.4,5544,0.4,4646,0.3,704,0.1,7052
176,Maryland,2013,5834299,3406243,58.4,1717582,29.4,17535,0.3,2121,0.0,234,0.0,472,0.0,161,0.0,332620,5.7,78537,1.3,74904,1.3,48382,0.8,6569,0.1,48712,0.8,25402,0.4,50114,0.9,2570,0.0,813,0.0,568,0.0,170,0.0,1019,0.0,195644,3.4,162105,2.8,52779,0.9,18065,0.3,34279,0.6,11060,0.2,5834299,5834299,3536814,60.6,1805712,30.9,57992,1.0,385448,6.6,8211,0.1,218242,3.7,5834299,5834299,493310,8.5,90635,1.6,43629,0.7,11375,0.2,347671
177,Massachusetts,2013,6605058,5318548,80.5,454887,6.9,12956,0.2,1045,0.0,111,0.0,85,0.0,128,0.0,368178,5.6,77188,1.2,133646,2.0,11980,0.2,9540,0.1,25319,0.4,45651,0.7,64854,1.0,1876,0.0,569,0.0,276,0.0,265,0.0,766,0.0,267875,4.1,180738,2.7,73393,1.1,19404,0.3,33904,0.5,4384,0.1,6605058,6605058,5475603,82.9,552119,8.4,44143,0.7,413194,6.3,8096,0.1,303831,4.6,6605058,6605058,655863,9.9,40000,0.6,275679,4.2,12260,0.2,327924
