,State,Year,HC01_VC38,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC46,HC03_VC46,HC01_VC47,HC03_VC47,HC01_VC48,HC03_VC48,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC75,HC03_VC75,HC01_VC76,HC03_VC76,HC01_VC77,HC03_VC77,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC84,HC03_VC84,HC01_VC85,HC03_VC85,HC01_VC86
225,Kentucky,2014,4383272,3845535,87.7,345035,7.9,9000,0.2,3048,0.1,351,0.0,197,0.0,256,0.0,53448,1.2,12517,0.3,10419,0.2,4619,0.1,4639,0.1,4594,0.1,5654,0.1,11006,0.3,2109,0.0,592,0.0,601,0.0,302,0.0,614,0.0,41518,0.9,86627,2.0,40698,0.9,17419,0.4,10728,0.2,2234,0.1,4383272,4383272,3925179,89.5,395025,9.0,31838,0.7,68047,1.6,4634,0.1,50623,1.2,4383272,4383272,139636,3.2,83231,1.9,13678,0.3,11486,0.3,31241
226,Louisiana,2014,4601049,2890570,62.8,1477781,32.1,28807,0.6,3044,0.1,63,0.0,297,0.0,300,0.0,75409,1.6,10262,0.2,11526,0.3,7412,0.2,1653,0.0,3850,0.1,30840,0.7,9866,0.2,1671,0.0,556,0.0,413,0.0,251,0.0,451,0.0,49002,1.1,77809,1.7,25468,0.6,19219,0.4,9645,0.2,4914,0.1,4601049,4601049,2957247,64.3,1517588,33.0,58933,1.3,89547,1.9,3952,0.1,59557,1.3,4601049,4601049,210524,4.6,85886,1.9,12782,0.3,11218,0.2,100638
227,Maine,2014,1328535,1262817,95.1,14865,1.1,7552,0.6,111,0.0,119,0.0,31,0.0,158,0.0,14610,1.1,1712,0.1,3493,0.3,1971,0.1,673,0.1,1104,0.1,2468,0.2,3189,0.2,198,0.0,110,0.0,27,0.0,25,0.0,36,0.0,3251,0.2,25242,1.9,5075,0.4,12529,0.9,4289,0.3,353,0.0,1328535,1328535,1286897,96.9,21580,1.6,21621,1.6,19894,1.5,904,0.1,4383,0.3,1328535,1328535,18592,1.4,5804,0.4,5062,0.4,655,0.0,7071
228,Maryland,2014,5887776,3418336,58.1,1737155,29.5,16429,0.3,1993,0.0,211,0.0,483,0.0,210,0.0,344956,5.9,82696,1.4,78083,1.3,50351,0.9,7095,0.1,48637,0.8,26664,0.5,51430,0.9,2425,0.0,809,0.0,530,0.0,342,0.0,744,0.0,198969,3.4,169506,2.9,55028,0.9,18041,0.3,36752,0.6,10765,0.2,5887776,5887776,3554988,60.4,1828782,31.1,57824,1.0,402143,6.8,8913,0.2,222074,3.8,5887776,5887776,515724,8.8,93296,1.6,45694,0.8,12299,0.2,364435
229,Massachusetts,2014,6657291,5326774,80.0,465792,7.0,13642,0.2,878,0.0,160,0.0,102,0.0,179,0.0,384642,5.8,82078,1.2,141655,2.1,11533,0.2,9863,0.1,25492,0.4,45869,0.7,68152,1.0,1645,0.0,543,0.0,288,0.0,286,0.0,528,0.0,274529,4.1,190267,2.9,77793,1.2,19783,0.3,36462,0.5,4191,0.1,6657291,6657291,5492683,82.5,568280,8.5,45553,0.7,433562,6.5,8763,0.1,311392,4.7,6657291,6657291,681824,10.2,40534,0.6,284565,4.3,12729,0.2,343996
230,Michigan,2014,9889024,7829621,79.2,1383205,14.0,54960,0.6,3519,0.0,22573,0.2,386,0.0,716,0.0,258567,2.6,86500,0.9,48144,0.5,25839,0.3,11039,0.1,25939,0.3,16927,0.2,44179,0.4,1995,0.0,886,0.0,369,0.0,349,0.0,391,0.0,107141,1.1,253535,2.6,87945,0.9,58459,0.6,39760,0.4,13175,0.1,9889024,9889024,8052886,81.4,1508299,15.3,143191,1.4,312519,3.2,8758,0.1,135909,1.4,9889024,9889024,457109,4.6,339211,3.4,41435,0.4,9564,0.1,66899
231,Minnesota,2014,5383661,4585781,85.2,290545,5.4,56490,1.0,591,0.0,33638,0.6,227,0.0,5975,0.1,230798,4.3,36369,0.7,28167,0.5,9283,0.2,4040,0.1,14941,0.3,26077,0.5,111921,2.1,2166,0.0,964,0.0,224,0.0,367,0.0,611,0.0,78863,1.5,139018,2.6,45254,0.8,32726,0.6,30670,0.6,4415,0.1,5383661,5383661,4712096,87.5,351322,6.5,102060,1.9,269407,5.0,7046,0.1,91197,1.7,5383661,5383661,264265,4.9,187232,3.5,12744,0.2,4194,0.1,60095
232,Mississippi,2014,2984345,1769693,59.3,1113652,37.3,13056,0.4,764,0.0,43,0.0,111,0.0,4,0.0,28067,0.9,5391,0.2,5443,0.2,3863,0.1,1037,0.0,2238,0.1,7408,0.2,2687,0.1,365,0.0,181,0.0,62,0.0,44,0.0,78,0.0,25086,0.8,34426,1.2,13476,0.5,8130,0.3,3905,0.1,1715,0.1,2984345,2984345,1799772,60.3,1132483,37.9,24473,0.8,34251,1.1,1607,0.1,28783,1.0,2984345,2984345,84073,2.8,54855,1.8,8022,0.3,1961,0.1,19235
233,Missouri,2014,6028076,4991914,82.8,695813,11.5,24269,0.4,8096,0.1,475,0.0,285,0.0,1277,0.0,101772,1.7,22809,0.4,23499,0.4,11642,0.2,2785,0.0,10325,0.2,14699,0.2,16013,0.3,5983,0.1,1381,0.0,450,0.0,1283,0.0,2869,0.0,64057,1.1,144268,2.4,45785,0.8,42524,0.7,22428,0.4,5974,0.1,6028076,6028076,5120917,85.0,758305,12.6,79558,1.3,132085,2.2,11812,0.2,78266,1.3,6028076,6028076,226388,3.8,156282,2.6,14328,0.2,6201,0.1,49577
234,Montana,2014,1006370,899503,89.4,4563,0.5,65110,6.5,878,0.1,3021,0.3,608,0.1,5225,0.5,6651,0.7,576,0.1,1517,0.2,1414,0.1,995,0.1,1008,0.1,236,0.0,905,0.1,699,0.1,482,0.0,72,0.0,56,0.0,89,0.0,4945,0.5,24899,2.5,3027,0.3,13885,1.4,3536,0.4,324,0.0,1006370,1006370,923493,91.8,8692,0.9,80570,8.0,11858,1.2,2218,0.2,6414,0.6,1006370,1006370,31902,3.2,22301,2.2,1667,0.2,602,0.1,7332
235,Nebraska,2014,1855617,1637794,88.3,86423,4.7,16163,0.9,576,0.0,152,0.0,459,0.0,4368,0.2,35696,1.9,5865,0.3,5570,0.3,2134,0.1,1398,0.1,2959,0.2,9081,0.5,8689,0.5,1150,0.1,289,0.0,385,0.0,69,0.0,407,0.0,37075,2.0,41316,2.2,12208,0.7,10387,0.6,6743,0.4,2216,0.1,1855617,1855617,1674547,90.2,104081,5.6,31518,1.7,44685,2.4,3139,0.2,42411,2.3,1855617,1855617,180448,9.7,138350,7.5,4097,0.2,3182,0.2,34819
236,Nevada,2014,2761584,1935379,70.1,229638,8.3,30155,1.1,1362,0.0,469,0.0,1747,0.1,713,0.0,207610,7.5,10495,0.4,33929,1.2,105662,3.8,10211,0.4,14172,0.5,11648,0.4,21493,0.8,17207,0.6,6386,0.2,3721,0.1,4051,0.1,3049,0.1,225537,8.2,116058,4.2,23133,0.8,14418,0.5,29768,1.1,2815,0.1,2761584,2761584,2028503,73.5,267281,9.7,53266,1.9,260564,9.4,35320,1.3,245118,8.9,2761584,2761584,752049,27.2,580008,21.0,23977,0.9,23993,0.9,124071
237,New Hampshire,2014,1321069,1239543,93.8,16293,1.2,2510,0.2,199,0.0,40,0.0,6,0.0,11,0.0,30560,2.3,8544,0.6,7051,0.5,2155,0.2,694,0.1,2334,0.2,2507,0.2,7275,0.6,280,0.0,60,0.0,69,0.0,81,0.0,70,0.0,7805,0.6,24078,1.8,6353,0.5,6780,0.5,5661,0.4,269,0.0,1321069,1321069,1261922,95.5,24549,1.9,10958,0.8,37715,2.9,1253,0.1,10691,0.8,1321069,1321069,40301,3.1,10492,0.8,11606,0.9,1979,0.1,16224
238,New Jersey,2014,8874374,6094052,68.7,1201339,13.5,18921,0.2,1273,0.0,66,0.0,100,0.0,190,0.0,779841,8.8,323529,3.6,144101,1.6,112775,1.3,13502,0.2,98177,1.1,24746,0.3,63011,0.7,2671,0.0,695,0.0,504,0.0,237,0.0,1235,0.0,557107,6.3,220443,2.5,64536,0.7,20187,0.2,42886,0.5,8767,0.1,8874374,8874374,6265502,70.6,1307420,14.7,61570,0.7,848644,9.6,11589,0.1,617340,7.0,8874374,8874374,1649784,18.6,228339,2.6,459793,5.2,89997,1.0,871655
239,New Mexico,2014,2080085,1521876,73.2,42515,2.0,190350,9.2,1377,0.1,390,0.0,112677,5.4,844,0.0,28578,1.4,4152,0.2,6161,0.3,5556,0.3,2325,0.1,2075,0.1,4623,0.2,3686,0.2,1271,0.1,502,0.0,361,0.0,173,0.0,235,0.0,230398,11.1,65097,3.1,8988,0.4,15943,0.8,8064,0.4,2061,0.1,2080085,2080085,1575631,75.7,57777,2.8,213962,10.3,42656,2.1,3750,0.2,255482,12.3,2080085,2080085,978189,47.0,625278,30.1,7960,0.4,4589,0.2,340362
240,New York,2014,19594330,12733518,65.0,3060048,15.6,74572,0.4,4109,0.0,551,0.0,268,0.0,409,0.0,1522549,7.8,340101,1.7,638465,3.3,111847,0.6,37868,0.2,133571,0.7,28479,0.1,232218,1.2,6258,0.0,1634,0.0,870,0.0,681,0.0,3073,0.0,1649123,8.4,548262,2.8,147475,0.8,55123,0.3,94059,0.5,21702,0.1,19594330,19594330,13146677,67.1,3329889,17.0,189658,1.0,1679693,8.6,25046,0.1,1819527,9.3,19594330,19594330,3559644,18.2,468342,2.4,1114349,5.7,73439,0.4,1903514
241,North Carolina,2014,9750405,6784901,69.6,2093389,21.5,113798,1.2,16158,0.2,469,0.0,588,0.0,531,0.0,231830,2.4,65056,0.7,39659,0.4,21058,0.2,5877,0.1,20751,0.2,30168,0.3,49261,0.5,6083,0.1,1661,0.0,1517,0.0,629,0.0,2276,0.0,293865,3.0,226539,2.3,76204,0.8,41604,0.4,31750,0.3,16178,0.2,9750405,9750405,6974418,71.5,2214182,22.7,189946,1.9,279076,2.9,13943,0.1,327129,3.4,9750405,9750405,848597,8.7,514829,5.3,82771,0.8,20222,0.2,230775
242,North Dakota,2014,704925,628770,89.2,10781,1.5,36989,5.2,195,0.0,15409,2.2,235,0.0,10917,1.5,8124,1.2,1908,0.3,1579,0.2,860,0.1,406,0.1,554,0.1,1108,0.2,1709,0.2,312,0.0,86,0.0,147,0.0,13,0.0,66,0.0,5113,0.7,14836,2.1,2571,0.4,7216,1.0,2074,0.3,336,0.0,704925,704925,642694,91.2,14481,2.1,45352,6.4,10815,1.5,1117,0.2,6329,0.9,704925,704925,18250,2.6,13551,1.9,1347,0.2,250,0.0,3102
243,Ohio,2014,11560380,9549343,82.6,1407493,12.2,21077,0.2,5528,0.0,901,0.0,352,0.0,746,0.0,208725,1.8,69286,0.6,51103,0.4,16887,0.1,10541,0.1,15785,0.1,14363,0.1,30760,0.3,2893,0.0,1141,0.0,446,0.0,263,0.0,1043,0.0,96823,0.8,274026,2.4,129092,1.1,46433,0.4,35746,0.3,9762,0.1,11560380,11560380,9798267,84.8,1572143,13.6,93430,0.8,259541,2.2,10669,0.1,123149,1.1,11560380,11560380,379542,3.3,189389,1.6,103090,0.9,8424,0.1,78639
244,Oklahoma,2014,3818851,2799122,73.3,277007,7.3,274099,7.2,102580,2.7,345,0.0,968,0.0,1126,0.0,71396,1.9,12655,0.3,9892,0.3,6128,0.2,2278,0.1,5960,0.2,18171,0.5,16312,0.4,4390,0.1,1079,0.0,837,0.0,370,0.0,2104,0.1,96727,2.5,296110,7.8,31990,0.8,200822,5.3,13954,0.4,17340,0.5,3818851,3818851,3069122,80.4,339895,8.9,506728,13.3,91784,2.4,8278,0.2,113150,3.0,3818851,3818851,357916,9.4,296727,7.8,13515,0.4,2670,0.1,45004
245,Oregon,2014,3900343,3317668,85.1,70700,1.8,47155,1.2,3863,0.1,1647,0.0,496,0.0,1378,0.0,152259,3.9,17041,0.4,35723,0.9,17666,0.5,12864,0.3,16201,0.4,28220,0.7,24544,0.6,14513,0.4,3856,0.1,1262,0.0,1949,0.0,7446,0.2,144234,3.7,153814,3.9,20799,0.5,54638,1.4,34975,0.9,2168,0.1,3900343,3900343,3456866,88.6,102424,2.6,114646,2.9,202801,5.2,28885,0.7,163425,4.2,3900343,3900343,473729,12.1,404999,10.4,10282,0.3,4253,0.1,54195
246,Pennsylvania,2014,12758729,10449680,81.9,1395718,10.9,22951,0.2,3239,0.0,449,0.0,492,0.0,662,0.0,377735,3.0,109453,0.9,95713,0.8,23599,0.2,7109,0.1,39875,0.3,43399,0.3,58587,0.5,3740,0.0,1473,0.0,410,0.0,465,0.0,1392,0.0,249147,2.0,259758,2.0,107449,0.8,34168,0.3,39804,0.3,10960,0.1,12758729,12758729,10671385,83.6,1545028,12.1,84319,0.7,434782,3.4,14756,0.1,289550,2.3,12758729,12758729,784562,6.1,137793,1.1,406337,3.2,19674,0.2,220758
247,Rhode Island,2014,1053252,856605,81.3,66827,6.3,4951,0.5,367,0.0,3,0.0,64,0.0,18,0.0,32994,3.1,4276,0.4,8079,0.8,3015,0.3,706,0.1,1838,0.2,1906,0.2,13174,1.3,536,0.1,211,0.0,239,0.0,0,0.0,86,0.0,61994,5.9,29345,2.8,8375,0.8,3358,0.3,4928,0.5,2440,0.2,1053252,1053252,878995,83.5,82515,7.8,12978,1.2,39238,3.7,1828,0.2,69553,6.6,1053252,1053252,139832,13.3,10500,1.0,36697,3.5,1635,0.2,91000
248,South Carolina,2014,4727273,3176381,67.2,1305347,27.6,15137,0.3,3482,0.1,205,0.0,103,0.0,422,0.0,63199,1.3,15100,0.3,12258,0.3,10375,0.2,2335,0.0,5825,0.1,6633,0.1,10673,0.2,2326,0.0,618,0.0,559,0.0,137,0.0,1012,0.0,73984,1.6,90899,1.9,36216,0.8,17717,0.4,11823,0.3,4986,0.1,4727273,4727273,3254539,68.8,1355280,28.7,42925,0.9,82255,1.7,6000,0.1,83893,1.8,4727273,4727273,248459,5.3,142646,3.0,32173,0.7,7033,0.1,66607
249,South Dakota,2014,834708,712496,85.4,12642,1.5,72016,8.6,250,0.0,999,0.1,327,0.0,62372,7.5,9433,1.1,1194,0.1,1904,0.2,1046,0.1,161,0.0,990,0.1,791,0.1,3347,0.4,229,0.0,54,0.0,82,0.0,48,0.0,45,0.0,7199,0.9,20693,2.5,3614,0.4,11974,1.4,1710,0.2,589,0.1,834708,834708,731811,87.7,17654,2.1,85742,10.3,11823,1.4,753,0.1,8617,1.0,834708,834708,26459,3.2,17245,2.1,1544,0.2,412,0.0,7258
250,Tennessee,2014,6451365,5029109,78.0,1082001,16.8,17656,0.3,5296,0.1,302,0.0,167,0.0,551,0.0,98441,1.5,23842,0.4,16687,0.3,10271,0.2,4227,0.1,10294,0.2,12295,0.2,20825,0.3,3256,0.1,712,0.0,1051,0.0,556,0.0,937,0.0,98240,1.5,122662,1.9,42499,0.7,35319,0.5,16739,0.3,3686,0.1,6451365,6451365,5140348,79.7,1137823,17.6,62318,1.0,122390,1.9,7889,0.1,111571,1.7,6451365,6451365,309828,4.8,201747,3.1,23709,0.4,10610,0.2,73762
251,Texas,2014,26092033,19499105,74.7,3094227,11.9,127236,0.5,16115,0.1,1131,0.0,3328,0.0,2083,0.0,1067008,4.1,284337,1.1,178985,0.7,112729,0.4,19095,0.1,74600,0.3,231102,0.9,166160,0.6,21867,0.1,6821,0.0,6299,0.0,2362,0.0,6385,0.0,1662288,6.4,620302,2.4,145420,0.6,127872,0.5,105147,0.4,20950,0.1,26092033,26092033,20027796,76.8,3316582,12.7,308557,1.2,1227992,4.7,48295,0.2,1824370,7.0,26092033,26092033,9962643,38.2,8704979,33.4,155813,0.6,59115,0.2,1042736
252,Utah,2014,2858111,2515352,88.0,31163,1.1,31999,1.1,1096,0.0,216,0.0,16168,0.6,539,0.0,60631,2.1,6937,0.2,13267,0.5,6225,0.2,6486,0.2,6000,0.2,8222,0.3,13494,0.5,26491,0.9,2343,0.1,385,0.0,9538,0.3,14225,0.5,122012,4.3,70463,2.5,10196,0.4,12721,0.4,17626,0.6,895,0.0,2858111,2858111,2579312,90.2,45289,1.6,49027,1.7,85052,3.0,39273,1.4,136265,4.8,2858111,2858111,379454,13.3,282723,9.9,6932,0.2,2454,0.1,87345
253,Vermont,2014,626358,595385,95.1,6435,1.0,2008,0.3,69,0.0,49,0.0,0,0.0,42,0.0,8200,1.3,1245,0.2,1976,0.3,688,0.1,270,0.0,830,0.1,1114,0.2,2077,0.3,214,0.0,60,0.0,73,0.0,0,0.0,81,0.0,1924,0.3,12192,1.9,2737,0.4,5022,0.8,2626,0.4,109,0.0,626358,626358,607016,96.9,9893,1.6,7680,1.2,11346,1.8,754,0.1,2571,0.4,626358,626358,10226,1.6,3015,0.5,2808,0.4,498,0.1,3905
254,Virginia,2014,8185131,5668363,69.3,1577943,19.3,23421,0.3,4005,0.0,531,0.0,314,0.0,670,0.0,475632,5.8,113436,1.4,66195,0.8,71273,0.9,10969,0.1,70829,0.9,57789,0.7,85141,1.0,5485,0.1,1718,0.0,1742,0.0,840,0.0,1185,0.0,179166,2.2,255121,3.1,78737,1.0,29259,0.4,68054,0.8,11696,0.1,8185131,8185131,5883883,71.9,1699482,20.8,80179,1.0,570738,7.0,17058,0.2,212388,2.6,8185131,8185131,687265,8.4,169681,2.1,84905,1.0,18274,0.2,414405
255,Washington,2014,6899123,5392302,78.2,250484,3.6,95117,1.4,3883,0.1,2941,0.0,1311,0.0,2569,0.0,518072,7.5,72321,1.0,106665,1.5,91250,1.3,36975,0.5,63219,0.9,72209,1.0,75433,1.1,42608,0.6,6267,0.1,10250,0.1,13722,0.2,12369,0.2,261577,3.8,338963,4.9,60926,0.9,77845,1.1,92711,1.3,7286,0.1,6899123,6899123,5690993,82.5,348690,5.1,204599,3.0,653753,9.5,77396,1.1,299862,4.3,6899123,6899123,809998,11.7,657849,9.5,30180,0.4,7413,0.1,114556
256,West Virginia,2014,1853881,1735816,93.6,59129,3.2,3075,0.2,1294,0.1,90,0.0,0,0.0,111,0.0,13144,0.7,2583,0.1,3401,0.2,2159,0.1,545,0.0,1252,0.1,1415,0.1,1789,0.1,645,0.0,346,0.0,86,0.0,85,0.0,128,0.0,5151,0.3,36921,2.0,13633,0.7,14757,0.8,3234,0.2,1009,0.1,1853881,1853881,1770553,95.5,75920,4.1,20726,1.1,17500,0.9,1612,0.1,6952,0.4,1853881,1853881,24061,1.3,10952,0.6,3942,0.2,822,0.0,8345
257,Wisconsin,2014,5724692,4965198,86.7,357758,6.2,49563,0.9,768,0.0,15749,0.3,219,0.0,806,0.0,137404,2.4,25886,0.5,20212,0.4,8382,0.1,2414,0.0,8269,0.1,5059,0.1,67182,1.2,1303,0.0,459,0.0,370,0.0,201,0.0,273,0.0,92690,1.6,120776,2.1,38369,0.7,30481,0.5,19760,0.3,4647,0.1,5724692,5724692,5074139,88.6,410877,7.2,92365,1.6,163023,2.8,4815,0.1,109017,1.9,5724692,5724692,355292,6.2,261389,4.6,52020,0.9,3654,0.1,38229
258,Wyoming,2014,575251,522535,90.8,5958,1.0,13144,2.3,155,0.0,611,0.1,247,0.0,1028,0.2,5377,0.9,769,0.1,1017,0.2,1363,0.2,795,0.1,513,0.1,376,0.1,544,0.1,332,0.1,52,0.0,35,0.0,182,0.0,63,0.0,12387,2.2,15518,2.7,2480,0.4,7682,1.3,1445,0.3,129,0.0,575251,575251,537092,93.4,9185,1.6,21911,3.8,7546,1.3,1179,0.2,14830,2.6,575251,575251,54181,9.4,40504,7.0,1169,0.2,380,0.1,12128
259,Puerto Rico,2014,3638965,2533581,69.6,290999,8.0,11102,0.3,0,0.0,0,0.0,7,0.0,0,0.0,11484,0.3,8494,0.2,1611,0.0,119,0.0,187,0.0,85,0.0,250,0.0,738,0.0,129,0.0,55,0.0,23,0.0,51,0.0,0,0.0,395458,10.9,396212,10.9,357823,9.8,3356,0.1,692,0.0,1610,0.0,3638965,3638965,2920906,80.3,667349,18.3,26667,0.7,14037,0.4,626,0.0,418280,11.5,3638965,3638965,3601918,99.0,12401,0.3,3485332,95.8,15661,0.4,88524
260,Alabama,2015,4830620,3325464,68.8,1276544,26.4,23850,0.5,8870,0.2,172,0.0,153,0.0,252,0.0,59599,1.2,11915,0.2,11472,0.2,5586,0.1,1838,0.0,10544,0.2,9212,0.2,9032,0.2,2439,0.1,588,0.0,1246,0.0,161,0.0,444,0.0,61078,1.3,81646,1.7,25175,0.5,27134,0.6,10465,0.2,3705,0.1,4830620,4830620,3396662,70.3,1312584,27.2,58251,1.2,75634,1.6,5186,0.1,69042,1.4,4830620,4830620,193492,4.0,128381,2.7,14524,0.3,5155,0.1,45432
261,Alaska,2015,733375,484250,66.0,25022,3.4,101313,13.8,585,0.1,299,0.0,256,0.0,419,0.1,42921,5.9,856,0.1,2378,0.3,23357,3.2,1584,0.2,4980,0.7,1103,0.2,8663,1.2,8841,1.2,1383,0.2,433,0.1,5205,0.7,1820,0.2,9273,1.3,61755,8.4,6886,0.9,32336,4.4,7879,1.1,2285,0.3,733375,733375,538294,73.4,37906,5.2,141686,19.3,56670,7.7,12824,1.7,12708,1.7,733375,733375,47808,6.5,25774,3.5,6772,0.9,899,0.1,14363
262,Arizona,2015,6641928,5210335,78.4,281576,4.2,294721,4.4,2817,0.0,1258,0.0,145393,2.2,1862,0.0,200090,3.0,43322,0.7,38663,0.6,36976,0.6,10269,0.2,15987,0.2,27573,0.4,27300,0.4,12471,0.2,4284,0.1,1797,0.0,2001,0.0,4389,0.1,430890,6.5,211845,3.2,44339,0.7,44708,0.7,40054,0.6,5868,0.1,6641928,6641928,5391169,81.2,348422,5.2,360878,5.4,260295,3.9,27497,0.4,482227,7.3,6641928,6641928,2014711,30.3,1813659,27.3,38540,0.6,12888,0.2,149624
263,Arkansas,2015,2958208,2307849,78.0,459748,15.5,18409,0.6,7274,0.2,130,0.0,147,0.0,151,0.0,40336,1.4,9737,0.3,6630,0.2,4623,0.2,948,0.0,2037,0.1,6297,0.2,10064,0.3,6845,0.2,543,0.0,128,0.0,197,0.0,5977,0.2,62484,2.1,62537,2.1,16698,0.6,26924,0.9,7116,0.2,1408,0.0,2958208,2958208,2365477,80.0,481428,16.3,49291,1.7,49925,1.7,9098,0.3,68462,2.3,2958208,2958208,203226,6.9,152982,5.2,5594,0.2,1507,0.1,43143
264,California,2015,38421464,23747013,61.8,2265387,5.9,287028,0.7,21962,0.1,2570,0.0,9191,0.0,4554,0.0,5261978,13.7,635718,1.7,1394014,3.6,1247073,3.2,278354,0.7,463977,1.2,626143,1.6,616699,1.6,150370,0.4,23437,0.1,24178,0.1,40209,0.1,62546,0.2,4974791,12.9,1734897,4.5,232721,0.6,275051,0.7,484442,1.3,39388,0.1,38421464,38421464,25179712,65.5,2710216,7.1,719301,1.9,6001393,15.6,301831,0.8,5411623,14.1,38421464,38421464,14750686,38.4,12274907,31.9,209771,0.5,91274,0.2,2174734
265,Colorado,2015,5278906,4446095,84.2,213787,4.0,50008,0.9,4430,0.1,978,0.0,6213,0.1,3390,0.1,153467,2.9,24383,0.5,30546,0.6,13900,0.3,11212,0.2,22012,0.4,23127,0.4,28287,0.5,7695,0.1,2552,0.0,1658,0.0,1794,0.0,1691,0.0,224374,4.3,183480,3.5,34735,0.7,43299,0.8,39700,0.8,4223,0.1,5278906,5278906,4608186,87.3,268990,5.1,111240,2.1,209119,4.0,17266,0.3,263739,5.0,5278906,5278906,1112586,21.1,832155,15.8,28546,0.5,8422,0.2,243463
266,Connecticut,2015,3593222,2778362,77.3,370501,10.3,8908,0.2,715,0.0,60,0.0,56,0.0,71,0.0,150670,4.2,54019,1.5,35907,1.0,13425,0.4,3836,0.1,10010,0.3,8536,0.2,24937,0.7,981,0.0,183,0.0,313,0.0,188,0.0,297,0.0,181881,5.1,101919,2.8,30542,0.8,12308,0.3,17599,0.5,4533,0.1,3593222,3593222,2861270,79.6,422002,11.7,33311,0.9,175370,4.9,4239,0.1,208214,5.8,3593222,3593222,526508,14.7,54369,1.5,278670,7.8,11031,0.3,182438
267,Delaware,2015,926454,642623,69.4,200481,21.6,3140,0.3,394,0.0,14,0.0,24,0.0,30,0.0,33643,3.6,14105,1.5,7548,0.8,3481,0.4,418,0.0,2459,0.3,1713,0.2,3919,0.4,306,0.0,99,0.0,134,0.0,14,0.0,59,0.0,20995,2.3,25266,2.7,11805,1.3,2880,0.3,3259,0.4,1302,0.1,926454,926454,664065,71.7,217312,23.5,8840,1.0,38746,4.2,1168,0.1,23906,2.6,926454,926454,80706,8.7,31779,3.4,25868,2.8,1956,0.2,21103
268,District of Columbia,2015,647484,260325,40.2,316447,48.9,2154,0.3,202,0.0,19,0.0,52,0.0,71,0.0,23822,3.7,5730,0.9,6355,1.0,2946,0.5,1215,0.2,2457,0.4,1896,0.3,3223,0.5,250,0.0,52,0.0,110,0.0,71,0.0,17,0.0,27159,4.2,17327,2.7,4083,0.6,1310,0.2,5275,0.8,1017,0.2,647484,647484,273868,42.3,324552,50.1,6122,0.9,31284,4.8,1092,0.2,29923,4.6,647484,647484,65803,10.2,10554,1.6,4528,0.7,2537,0.4,48184
269,Florida,2015,19645772,14934702,76.0,3171108,16.1,54569,0.3,9632,0.0,1246,0.0,401,0.0,1209,0.0,509085,2.6,139420,0.7,89462,0.5,97381,0.5,14073,0.1,27571,0.1,70279,0.4,70899,0.4,11024,0.1,3320,0.0,3328,0.0,1236,0.0,3140,0.0,493202,2.5,472082,2.4,151713,0.8,66755,0.3,84372,0.4,12192,0.1,19645772,19645772,15327007,78.0,3401179,17.3,156000,0.8,645847,3.3,35770,0.2,589673,3.0,19645772,19645772,4660733,23.7,668344,3.4,977995,5.0,1363419,6.9,1650975
270,Georgia,2015,10006693,6025691,60.2,3096757,30.9,25887,0.3,6231,0.1,243,0.0,219,0.0,217,0.0,360448,3.6,111111,1.1,57124,0.6,20891,0.2,8179,0.1,54364,0.5,50609,0.5,58170,0.6,4704,0.0,1399,0.0,789,0.0,1032,0.0,1484,0.0,279403,2.8,213803,2.1,75013,0.7,30822,0.3,35958,0.4,9207,0.1,10006693,10006693,6201600,62.0,3212824,32.1,80271,0.8,418415,4.2,12893,0.1,312943,3.1,10006693,10006693,915120,9.1,548982,5.5,86792,0.9,31175,0.3,248171
271,Hawaii,2015,1406299,357164,25.4,28688,2.0,3012,0.2,491,0.0,22,0.0,311,0.0,78,0.0,530551,37.7,2338,0.2,57134,4.1,202501,14.4,182295,13.0,23017,1.6,9795,0.7,53471,3.8,138901,9.9,87000,6.2,2576,0.2,15791,1.1,33534,2.4,14864,1.1,333119,23.7,5232,0.4,9425,0.7,70395,5.0,1468,0.1,1406299,1406299,604474,43.0,48863,3.5,32989,2.3,788539,56.1,363422,25.8,34848,2.5,1406299,1406299,139251,9.9,41588,3.0,47911,3.4,2055,0.1,47697
